Wind Farm,Wind Farm 2,Species,start date,end date,Season,Year,group,Scientific Name,Species for Flight Height Distribution,BirdLength,BirdLengthSD,wingspan,wingspanSD,flight speed,flightspeedSD,flight speed (alternate),Flight Mode,Nocturnal Correction,Latitude,Turbine Model,number of turbines,hub height,blades,rotor diameter,blade width,rotor speed,rotorspeedSD,rotor pitch,pitchSD,Recorded Collisions,correction for area,correction for predation,correction for efficiency,Estimated Collisions,density,Survey area,Number of birds recorded,N Hours monitoring,passage rate,total flux,width of survey area,height survey window,% flights at rotor height
Slufterdam & Distridam D2,Slufterdam & Distridam,great black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus marinus,GreatBlackBackedGull,0.71,0.005,1.58,0.04,13.7,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,4,15,,,6250,500,0.62
Slufterdam & Distridam D2,Slufterdam & Distridam,sandwich tern,13/06/2012,04/07/2012,,,tern,Thalasseus sandvicensis,SandwichTern,0.38,0.005,1,0.04,12.9,0.9,10.25,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,18,15,,,6250,500,0.12
Slufterdam & Distridam D2,Slufterdam & Distridam,common tern,13/06/2012,04/07/2012,,,tern,Sterna hirundo,CommonTern,0.33,0.005,0.88,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,2564,15,,,6250,500,0.12
Slufterdam & Distridam D2,Slufterdam & Distridam,little tern,13/06/2012,04/07/2012,,,tern,Sternula albifrons,CommonTern,0.23,0.005,0.52,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,5,15,,,6250,500,0.12
Slufterdam & Distridam D3,Slufterdam & Distridam,Mediterranean gull,13/06/2012,04/07/2012,,,small gull,Ichthyaetus melanocephalus,BlackHeadedGull,0.37,0.005,0.96,0.04,11.9,1.9,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,26,15,,,6250,500,0.26
Slufterdam & Distridam D3,Slufterdam & Distridam,black-headed gull,13/06/2012,04/07/2012,,,small gull,Chroicocephalus ridibundas,BlackHeadedGull,0.36,0.005,1.05,0.04,11.9,1.6,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,1659,15,,,6250,500,0.26
Slufterdam & Distridam D3,Slufterdam & Distridam,common gull,13/06/2012,04/07/2012,,,small gull,Larus canus,CommonGull,0.41,0.005,1.2,0.04,13.4,2.9,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,66,15,,,6250,500,0.26
Slufterdam & Distridam D3,Slufterdam & Distridam,lesser black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus fuscus,LesserBlackBackedGull,0.58,0.005,1.42,0.04,13.1,1.9,10.83,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,1876,15,,,6250,500,0.62
Slufterdam & Distridam D3,Slufterdam & Distridam,herring gull,13/06/2012,04/07/2012,,,large gull,Larus argentatus,HerringGull,0.6,0.005,1.44,0.04,12.8,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,2,1,1,1,2,,,403,15,,,6250,500,0.39
Slufterdam & Distridam D3,Slufterdam & Distridam,great black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus marinus,GreatBlackBackedGull,0.71,0.005,1.58,0.04,13.7,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,4,15,,,6250,500,0.62
Slufterdam & Distridam D3,Slufterdam & Distridam,sandwich tern,13/06/2012,04/07/2012,,,tern,Thalasseus sandvicensis,SandwichTern,0.38,0.005,1,0.04,12.9,0.9,10.25,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,18,15,,,6250,500,0.12
Slufterdam & Distridam D3,Slufterdam & Distridam,common tern,13/06/2012,04/07/2012,,,tern,Sterna hirundo,CommonTern,0.33,0.005,0.88,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,2564,15,,,6250,500,0.12
Slufterdam & Distridam D3,Slufterdam & Distridam,little tern,13/06/2012,04/07/2012,,,tern,Sternula albifrons,CommonTern,0.23,0.005,0.52,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,5,15,,,6250,500,0.12
Slufterdam & Distridam D4,Slufterdam & Distridam,Mediterranean gull,13/06/2012,04/07/2012,,,small gull,Ichthyaetus melanocephalus,BlackHeadedGull,0.37,0.005,0.96,0.04,11.9,1.9,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,26,15,,,6250,500,0.26
Slufterdam & Distridam D4,Slufterdam & Distridam,black-headed gull,13/06/2012,04/07/2012,,,small gull,Chroicocephalus ridibundas,BlackHeadedGull,0.36,0.005,1.05,0.04,11.9,1.6,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,1659,15,,,6250,500,0.26
Slufterdam & Distridam D4,Slufterdam & Distridam,common gull,13/06/2012,04/07/2012,,,small gull,Larus canus,CommonGull,0.41,0.005,1.2,0.04,13.4,2.9,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,66,15,,,6250,500,0.26
Slufterdam & Distridam D4,Slufterdam & Distridam,lesser black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus fuscus,LesserBlackBackedGull,0.58,0.005,1.42,0.04,13.1,1.9,10.83,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,3,1,1,1,3,,,1876,15,,,6250,500,0.62
Slufterdam & Distridam D4,Slufterdam & Distridam,herring gull,13/06/2012,04/07/2012,,,large gull,Larus argentatus,HerringGull,0.6,0.005,1.44,0.04,12.8,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,403,15,,,6250,500,0.39
Slufterdam & Distridam D4,Slufterdam & Distridam,great black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus marinus,GreatBlackBackedGull,0.71,0.005,1.58,0.04,13.7,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,4,15,,,6250,500,0.62
Slufterdam & Distridam D4,Slufterdam & Distridam,sandwich tern,13/06/2012,04/07/2012,,,tern,Thalasseus sandvicensis,SandwichTern,0.38,0.005,1,0.04,12.9,0.9,10.25,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,1,1,1,1,1,,,18,15,,,6250,500,0.12
Slufterdam & Distridam D4,Slufterdam & Distridam,common tern,13/06/2012,04/07/2012,,,tern,Sterna hirundo,CommonTern,0.33,0.005,0.88,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,2564,15,,,6250,500,0.12
Slufterdam & Distridam D4,Slufterdam & Distridam,little tern,13/06/2012,04/07/2012,,,tern,Sternula albifrons,CommonTern,0.23,0.005,0.52,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,5,15,,,6250,500,0.12
Slufterdam & Distridam D5,Slufterdam & Distridam,Mediterranean gull,13/06/2012,04/07/2012,,,small gull,Ichthyaetus melanocephalus,BlackHeadedGull,0.37,0.005,0.96,0.04,11.9,1.9,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,26,15,,,6250,500,0.26
Slufterdam & Distridam D5,Slufterdam & Distridam,black-headed gull,13/06/2012,04/07/2012,,,small gull,Chroicocephalus ridibundas,BlackHeadedGull,0.36,0.005,1.05,0.04,11.9,1.6,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,1659,15,,,6250,500,0.26
Slufterdam & Distridam D5,Slufterdam & Distridam,common gull,13/06/2012,04/07/2012,,,small gull,Larus canus,CommonGull,0.41,0.005,1.2,0.04,13.4,2.9,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,66,15,,,6250,500,0.26
Slufterdam & Distridam D5,Slufterdam & Distridam,lesser black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus fuscus,LesserBlackBackedGull,0.58,0.005,1.42,0.04,13.1,1.9,10.83,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,1,1,1,1,1,,,1876,15,,,6250,500,0.62
Slufterdam & Distridam D5,Slufterdam & Distridam,herring gull,13/06/2012,04/07/2012,,,large gull,Larus argentatus,HerringGull,0.6,0.005,1.44,0.04,12.8,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,403,15,,,6250,500,0.39
Slufterdam & Distridam D5,Slufterdam & Distridam,great black-backed gull,13/06/2012,04/07/2012,,,large gull,Larus marinus,GreatBlackBackedGull,0.71,0.005,1.58,0.04,13.7,1.8,,flap,0.25,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,4,15,,,6250,500,0.62
Slufterdam & Distridam D5,Slufterdam & Distridam,sandwich tern,13/06/2012,04/07/2012,,,tern,Thalasseus sandvicensis,SandwichTern,0.38,0.005,1,0.04,12.9,0.9,10.25,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,18,15,,,6250,500,0.12
Slufterdam & Distridam D5,Slufterdam & Distridam,common tern,13/06/2012,04/07/2012,,,tern,Sterna hirundo,CommonTern,0.33,0.005,0.88,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,2564,15,,,6250,500,0.12
Slufterdam & Distridam D5,Slufterdam & Distridam,little tern,13/06/2012,04/07/2012,,,tern,Sternula albifrons,CommonTern,0.23,0.005,0.52,0.04,10.9,0.9,,flap,0,51.92,2,1,67,3,80,4.4,18,0.05,10,0.01,0,1,1,1,0,,,5,15,,,6250,500,0.12
goole fields I,Goole fields I,common gull,01/09/2017,31/03/2018,Sept-mar,2017-18,small gull,Larus canus,CommonGull,0.41,0.005,1.2,0.04,13.4,2.9,,flap,0.25,53.66,2.05,16,79,3,92,4.4,17.5,0.05,10,0.01,0,0,0,0,0,,,,,13.4,,2750,150,0.19
goole fields I,Goole fields I,lesser black-backed gull,01/09/2017,31/03/2018,Sept-mar,2017-18,large gull,Larus fuscus,LesserBlackBackedGull,0.58,0.005,1.42,0.04,13.1,1.9,10.83,flap,0.25,53.66,2.05,16,79,3,92,4.4,17.5,0.05,10,0.01,0,0,0,0,0,,,,,12.3,,2750,150,0.64
goole fields I,Goole fields I,yellow-legged gull,01/09/2017,31/03/2018,Sept-mar,2017-18,large gull,Larus michaelis,HerringGull,0.6,0.005,1.44,0.04,12.8,1.8,,flap,0,53.66,2.05,16,79,3,92,4.4,17.5,0.05,10,0.01,0,0,0,0,0,,,,,0.7,,2750,150,0.64
goole fields I,Goole fields I,herring gull,01/09/2017,31/03/2018,Sept-mar,2017-18,large gull,Larus argentatus,HerringGull,0.6,0.005,1.44,0.04,12.8,1.8,,flap,0.25,53.66,2.05,16,79,3,92,4.4,17.5,0.05,10,0.01,0,0,0,0,0,,,,,0.8,,2750,150,0.68
goole fields I,Goole fields I,great black-backed gull,01/09/2017,31/03/2018,Sept-mar,2017-18,large gull,Thalasseus sandvicensis,GreatBlackBackedGull,0.71,0.005,1.58,0.04,13.7,1.8,,flap,0.25,53.66,2.05,16,79,3,92,4.4,17.5,0.05,10,0.01,0,0,0,0,0,,,,,0.8,,2750,150,0.93
goole fields I,Goole fields I,black-headed gull,01/09/2017,31/03/2018,Sept-mar,2017-18,small gull,Chroicocephalus ridibundas,BlackHeadedGull,0.36,0.005,1.05,0.04,11.9,1.6,,flap,0.25,53.66,2.05,16,79,3,92,4.4,17.5,0.05,10,0.01,0,0,0,0,0,,,,,38.1,,2750,150,0.3
